Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00   14346/1268324     TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [15]
                0.00    0.00   16134/1268324     std::vector<std::list<Monomial, std::allocator<Monomial> >, std::allocator<std::list<Monomial, std::allocator<Monomial> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::list<Monomial, std::allocator<Monomial> >*, std::vector<std::list<Monomial, std::allocator<Monomial> >, std::allocator<std::list<Monomial, std::allocator<Monomial> > > > >, std::list<Monomial, std::allocator<Monomial> > const&) [74]
                0.00    0.00   76779/1268324     Polynomial::toHornerForm(HornerForm&) const [31]
                0.00    0.00   88341/1268324     Polynomial::clear() [68]
                0.00    0.00   92573/1268324     Polynomial::operator+=(Polynomial const&) [11]
                0.00    0.00   93189/1268324     Polynomial::operator*=(Polynomial const&) [13]
                0.00    0.00  123910/1268324     std::list<Monomial, std::allocator<Monomial> >::operator=(std::list<Monomial, std::allocator<Monomial> > const&) [24]
                0.01    0.00  322239/1268324     Polynomial::~Polynomial() [55]
                0.01    0.00  328770/1268324     std::list<Monomial, std::allocator<Monomial> >::sort() [52]
[28]    14.1    0.02    0.00 1268324         std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00 2170137/4112232     Interval::~Interval() [56]
                0.00    0.00 2170137/2525089     Monomial::~Monomial() [204]
-----------------------------------------------
                0.00    0.02     100/100         smallComp::findDecreasingRemainderFlow(TaylorModelVec&, std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent&, MySettings&, std::vector<Interval, std::allocator<Interval> >&) [27]
[29]    14.0    0.00    0.02     100         TaylorModelVec::Picard_ctrunc_normal(TaylorModelVec&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [29]
                0.00    0.02     300/300         HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.00    1200/7539        std::vector<TaylorModel, std::allocator<TaylorModel> >::_M_insert_aux(__gnu_cxx::__normal_iterator<TaylorModel*, std::vector<TaylorModel, std::allocator<TaylorModel> > >, TaylorModel const&) [66]
                0.00    0.00     300/1506        TaylorModel::add(TaylorModel&, TaylorModel const&) const [72]
                0.00    0.00     300/300         TaylorModel::integral(TaylorModel&, Interval const&) const [127]
                0.00    0.00     300/4494        TaylorModelVec::~TaylorModelVec() [83]
                0.00    0.00     900/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00     900/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00     900/322239      Polynomial::~Polynomial() [55]
                0.00    0.00     300/609642      Interval::operator*=(Interval const&) [44]
                0.00    0.00     900/33469       TaylorModel::TaylorModel() [214]
                0.00    0.00     300/300         std::vector<RangeTree*, std::allocator<RangeTree*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<RangeTree**, std::vector<RangeTree*, std::allocator<RangeTree*> > >, RangeTree* const&) [250]
                0.00    0.00     300/10388       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__find<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&, std::random_access_iterator_tag) [219]
-----------------------------------------------
                                3600             HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.02     300/300         TaylorModelVec::Picard_ctrunc_normal(TaylorModelVec&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [29]
[30]    13.5    0.00    0.02     300+3600    HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.02    2700/2700        TaylorModel::mul_insert_ctrunc_normal_assign(Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) [35]
                0.00    0.00    3600/23964       TaylorModel::add_assign(TaylorModel const&) [39]
                0.00    0.00     900/13164       Polynomial::ctrunc_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, int) [45]
                0.00    0.00    3900/198027      Interval::subseteq(Interval const&) const [61]
                0.00    0.00    3900/25767       TaylorModel::clear() [88]
                0.00    0.00     300/7775        TaylorModel::TaylorModel(Interval const&, int) [67]
                0.00    0.00    3900/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00    3900/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00    3900/322239      Polynomial::~Polynomial() [55]
                0.00    0.00    9000/2798840     Interval::Interval(Interval const&) [32]
                0.00    0.00     300/29960       TaylorModel::operator=(TaylorModel const&) [54]
                0.00    0.00    4500/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00     900/609642      Interval::operator*=(Interval const&) [44]
                0.00    0.00   10200/4112232     Interval::~Interval() [56]
                0.00    0.00   10200/938415      Interval::Interval() [206]
                0.00    0.00    3600/33469       TaylorModel::TaylorModel() [214]
                                3600             HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
-----------------------------------------------
                               21512             Polynomial::toHornerForm(HornerForm&) const [31]
                0.00    0.00       6/912         ContinuousSystem::ContinuousSystem(TaylorModelVec const&, Flowpipe const&) [120]
                0.00    0.00     303/912         Polynomial::intEval(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [48]
                0.01    0.01     603/912         TaylorModel::insert_ctrunc_normal(TaylorModel&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [6]
[31]    13.2    0.01    0.01     912+21512   Polynomial::toHornerForm(HornerForm&) const [31]
                0.00    0.01   21512/22118       Polynomial::Polynomial(std::list<Monomial, std::allocator<Monomial> > const&) [51]
                0.00    0.00   76779/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00   16134/16134       std::vector<std::list<Monomial, std::allocator<Monomial> >, std::allocator<std::list<Monomial, std::allocator<Monomial> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::list<Monomial, std::allocator<Monomial> >*, std::vector<std::list<Monomial, std::allocator<Monomial> >, std::allocator<std::list<Monomial, std::allocator<Monomial> > > > >, std::list<Monomial, std::allocator<Monomial> > const&) [74]
                0.00    0.00   16134/16173       std::vector<HornerForm, std::allocator<HornerForm> >::_M_insert_aux(__gnu_cxx::__normal_iterator<HornerForm*, std::vector<HornerForm, std::allocator<HornerForm> > >, HornerForm const&) [84]
                0.00    0.00   31934/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00   21512/322239      Polynomial::~Polynomial() [55]
                0.00    0.00   12243/28377       std::list<Monomial, std::allocator<Monomial> >::list(std::list<Monomial, std::allocator<Monomial> > const&) [80]
                0.00    0.00    5378/37841       HornerForm::HornerForm(HornerForm const&) [82]
                0.00    0.00   58745/4112232     Interval::~Interval() [56]
                0.00    0.00   21512/38750       HornerForm::~HornerForm() [123]
                0.00    0.00   11925/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00   37233/2525089     Monomial::~Monomial() [204]
                0.00    0.00   22424/22424       HornerForm::clear() [215]
                0.00    0.00   21512/938415      Interval::Interval() [206]
                               21512             Polynomial::toHornerForm(HornerForm&) const [31]
-----------------------------------------------
                0.00    0.00       2/2798840     compute_power_4(int) [188]
                0.00    0.00       2/2798840     compute_factorial_rec(int) [189]
                0.00    0.00       2/2798840     MyComponent::remapIVP(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >) [136]
                0.00    0.00       3/2798840     MyComponentRemove::getNVarMParam(int, std::vector<int, std::allocator<int> >) [150]
                0.00    0.00       3/2798840     MyComponentRemove::getUnitTmv(int) [151]
                0.00    0.00       3/2798840     getUnitTmv(int) [154]
                0.00    0.00       3/2798840     yyparse() [1]
                0.00    0.00       4/2798840     Flowpipe::Flowpipe(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [137]
                0.00    0.00       4/2798840     SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
                0.00    0.00       4/2798840     getSystemComponent(std::vector<MyComponent*, std::allocator<MyComponent*> >, TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [132]
                0.00    0.00       6/2798840     compute_double_factorial(int) [181]
                0.00    0.00       6/2798840     construct_step_exp_table(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> >&, double, int) [178]
                0.00    0.00       8/2798840     std::vector<Interval, std::allocator<Interval> >::vector(std::vector<Interval, std::allocator<Interval> > const&) [190]
                0.00    0.00       9/2798840     HornerForm::HornerForm(Interval const&, std::vector<HornerForm, std::allocator<HornerForm> > const&) [172]
                0.00    0.00      12/2798840     MyComponent::MyComponent(MyComponent const&) [149]
                0.00    0.00      20/2798840     MyComponent::prepareComponent(TaylorModelVec, std::vector<HornerForm, std::allocator<HornerForm> > const&, std::vector<Interval, std::allocator<Interval> >, bool) [130]
                0.00    0.00      41/2798840     std::vector<Interval, std::allocator<Interval> >::operator=(std::vector<Interval, std::allocator<Interval> > const&) [177]
                0.00    0.00      66/2798840     HornerForm::transform(std::vector<int, std::allocator<int> >) const [148]
                0.00    0.00     618/2798840     TaylorModel::TaylorModel(Polynomial const&, Interval const&) [125]
                0.00    0.00     678/2798840     TaylorModelVec::Picard_only_remainder(std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, Interval const&) const [70]
                0.00    0.00    4805/2798840     Monomial::Monomial(Interval const&, std::vector<int, std::allocator<int> > const&) [131]
                0.00    0.00    4966/2798840     std::vector<Interval, std::allocator<Interval> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Interval*, std::vector<Interval, std::allocator<Interval> > >, Interval const&) [128]
                0.00    0.00    9000/2798840     HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.00   22857/2798840     TaylorModel::TaylorModel(TaylorModel const&) [63]
                0.00    0.00   38967/2798840     Interval::operator*(Interval const&) const [77]
                0.00    0.00   99377/2798840     HornerForm::HornerForm(HornerForm const&) [82]
                0.00    0.00  150444/2798840     Interval::operator+(Interval const&) const [64]
                0.02    0.00 2466930/2798840     Monomial::Monomial(Monomial const&) [18]
[32]    12.5    0.02    0.00 2798840         Interval::Interval(Interval const&) [32]
-----------------------------------------------
                0.00    0.01    2700/10173       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.01    7473/10173       TaylorModel::cutoff_normal(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [38]
[33]    11.8    0.00    0.02   10173         Polynomial::cutoff_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [33]
                0.01    0.00   53357/53357       Monomial::cutoff(Monomial&, Interval const&) [42]
                0.00    0.01   10173/34677       Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
                0.00    0.00   53357/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00   10173/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00   10173/322239      Polynomial::~Polynomial() [55]
                0.00    0.00   53408/4112232     Interval::~Interval() [56]
                0.00    0.00   53408/2525089     Monomial::~Monomial() [204]
                0.00    0.00   53357/77322       Monomial::Monomial() [209]
-----------------------------------------------
                0.00    0.00     300/34677       TaylorModelVec::intEvalNormal(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> > const&) const [117]
                0.00    0.00     300/34677       smallComp::findDecreasingRemainderFlow(TaylorModelVec&, std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent&, MySettings&, std::vector<Interval, std::allocator<Interval> >&) [27]
                0.00    0.00     903/34677       TaylorModelVec::polyRangeNormal(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> > const&) const [95]
                0.00    0.00    2700/34677       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.00    7137/34677       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [15]
                0.00    0.01   10173/34677       Polynomial::cutoff_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [33]
                0.00    0.01   13164/34677       Polynomial::ctrunc_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, int) [45]
[34]    11.5    0.00    0.02   34677         Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
                0.01    0.01  141659/141659      Monomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [37]
                0.00    0.00  141659/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00  176336/4112232     Interval::~Interval() [56]
                0.00    0.00   34677/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00  176336/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.02    2700/2700        HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
[35]    11.5    0.00    0.02    2700         TaylorModel::mul_insert_ctrunc_normal_assign(Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) [35]
                0.00    0.02    2700/2700        TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.00    2700/29960       TaylorModel::operator=(TaylorModel const&) [54]
                0.00    0.00    2700/62274       TaylorModel::~TaylorModel() [73]
                0.00    0.00    2700/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00    2700/322239      Polynomial::~Polynomial() [55]
                0.00    0.00    2700/33469       TaylorModel::TaylorModel() [214]
-----------------------------------------------
                0.00    0.02    2700/2700        TaylorModel::mul_insert_ctrunc_normal_assign(Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) [35]
[36]    11.1    0.00    0.02    2700         TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.01    2700/17973       Polynomial::operator*(Polynomial const&) const [12]
                0.00    0.01    2700/10173       Polynomial::cutoff_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [33]
                0.00    0.00    2700/13164       Polynomial::ctrunc_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, int) [45]
                0.00    0.00    2700/34677       Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
                0.00    0.00    5400/67696       Polynomial::operator=(Polynomial const&) [40]
                0.00    0.00    5400/198027      Interval::subseteq(Interval const&) const [61]
                0.00    0.00   10800/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00    5400/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00    5400/322239      Polynomial::~Polynomial() [55]
                0.00    0.00    3300/38967       Interval::operator*(Interval const&) const [77]
                0.00    0.00    2700/609642      Interval::operator*=(Interval const&) [44]
                0.00    0.00   14100/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00   16800/4112232     Interval::~Interval() [56]
                0.00    0.00   13500/938415      Interval::Interval() [206]
                0.00    0.00    2700/51727       Polynomial::Polynomial() [212]
-----------------------------------------------
                0.01    0.01  141659/141659      Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
[37]    10.3    0.01    0.01  141659         Monomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [37]
                0.00    0.00  283318/609642      Interval::operator*=(Interval const&) [44]
                0.00    0.00  422972/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00  566636/4112232     Interval::~Interval() [56]
                0.00    0.00  283318/283425      Interval::Interval(double, double) [207]
                0.00    0.00  141659/938415      Interval::Interval() [206]
                0.00    0.00  141659/143040      Interval::Interval(double) [208]
-----------------------------------------------
                0.00    0.00     300/7473        TaylorModelVec::cutoff_normal(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [87]
                0.00    0.01    7173/7473        TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [15]
[38]     8.7    0.00    0.01    7473         TaylorModel::cutoff_normal(std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [38]
                0.00    0.01    7473/10173       Polynomial::cutoff_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [33]
                0.00    0.00    7473/418839      Interval::operator+=(Interval const&) [58]
                0.00    0.00    7473/4112232     Interval::~Interval() [56]
                0.00    0.00    7473/938415      Interval::Interval() [206]
-----------------------------------------------
                0.00    0.00    3600/23964       HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.01    9564/23964       HornerForm::insert_ctrunc_normal(TaylorModel&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [10]
                0.00    0.01   10800/23964       HornerForm::insert_no_remainder(TaylorModel&, TaylorModelVec const&, int, int, Interval const&) const [23]
[39]     8.3    0.00    0.01   23964         TaylorModel::add_assign(TaylorModel const&) [39]
                0.00    0.01   23964/92573       Polynomial::operator+=(Polynomial const&) [11]
-----------------------------------------------
                0.00    0.00     300/67696       smallComp::findDecreasingRemainderFlow(TaylorModelVec&, std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent&, MySettings&, std::vector<Interval, std::allocator<Interval> >&) [27]
                0.00    0.00     309/67696       TaylorModel::TaylorModel(RowVector const&) [118]
                0.00    0.00    1506/67696       TaylorModel::add(TaylorModel&, TaylorModel const&) const [72]
                0.00    0.00    5400/67696       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.00    7775/67696       TaylorModel::TaylorModel(Interval const&, int) [67]
                0.00    0.00    8100/67696       TaylorModel::mul_no_remainder(TaylorModel&, TaylorModel const&, int, Interval const&) const [26]
                0.00    0.00   14346/67696       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [15]
                0.00    0.01   29960/67696       TaylorModel::operator=(TaylorModel const&) [54]
[40]     8.1    0.00    0.01   67696         Polynomial::operator=(Polynomial const&) [40]
                0.00    0.01   67696/169541      std::list<Monomial, std::allocator<Monomial> >::operator=(std::list<Monomial, std::allocator<Monomial> > const&) [24]
-----------------------------------------------
                0.00    0.00   19425/962786      Polynomial::nctrunc(int) [106]
                0.00    0.00   53357/962786      Monomial::cutoff(Monomial&, Interval const&) [42]
                0.00    0.00   58212/962786      Polynomial::ctrunc_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, int) [45]
                0.01    0.00  831792/962786      std::list<Monomial, std::allocator<Monomial> >::operator=(std::list<Monomial, std::allocator<Monomial> > const&) [24]
[41]     7.8    0.01    0.00  962786         Monomial::operator=(Monomial const&) [41]
                0.00    0.00  962786/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00  962786/962797      std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [205]
-----------------------------------------------
                0.01    0.00   53357/53357       Polynomial::cutoff_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, Interval const&) [33]
[42]     7.7    0.01    0.00   53357         Monomial::cutoff(Monomial&, Interval const&) [42]
                0.00    0.00   53357/198027      Interval::subseteq(Interval const&) const [61]
                0.00    0.00   53357/962786      Monomial::operator=(Monomial const&) [41]
                0.00    0.00   53306/1939268     Interval::operator=(Interval const&) [60]
                0.00    0.00   53357/4112232     Interval::~Interval() [56]
                0.00    0.00   53357/938415      Interval::Interval() [206]
                0.00    0.00   53357/70417       Interval::midpoint(Interval&) const [210]
                0.00    0.00   53306/53306       Interval::operator-=(Interval const&) [211]
-----------------------------------------------
                0.00    0.00   10634/973013      Polynomial::add_assign(Monomial const&) [108]
                0.00    0.00   34547/973013      std::list<Monomial, std::allocator<Monomial> >::merge(std::list<Monomial, std::allocator<Monomial> >&) [100]
                0.01    0.00  927832/973013      Polynomial::operator+=(Polynomial const&) [11]
[43]     6.2    0.01    0.00  973013         operator<(Monomial const&, Monomial const&) [43]
-----------------------------------------------
                0.00    0.00       7/609642      construct_step_exp_table(std::vector<Interval, std::allocator<Interval> >&, std::vector<Interval, std::allocator<Interval> >&, double, int) [178]
                0.00    0.00     300/609642      TaylorModelVec::Picard_ctrunc_normal(TaylorModelVec&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [29]
                0.00    0.00     900/609642      HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.00     978/609642      TaylorModelVec::Picard_only_remainder(std::vector<Interval, std::allocator<Interval> >&, std::vector<RangeTree*, std::allocator<RangeTree*> >&, MyComponent*, Interval const&) const [70]
                0.00    0.00    2391/609642      HornerForm::insert_ctrunc_normal(TaylorModel&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [10]
                0.00    0.00    2654/609642      Polynomial::mul_assign(Interval const&) [119]
                0.00    0.00    2700/609642      TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.00    2934/609642      HornerForm::insert_only_remainder(Interval&, RangeTree*, TaylorModelVec const&, Interval const&) const [71]
                0.00    0.00    3552/609642      TaylorModel::evaluate_t(TaylorModel&, std::vector<Interval, std::allocator<Interval> > const&) const [97]
                0.00    0.00    7137/609642      TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [15]
                0.00    0.00   11876/609642      HornerForm::intEval(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [98]
                0.00    0.00   38967/609642      Interval::operator*(Interval const&) const [77]
                0.00    0.00  251928/609642      Monomial::operator*=(Monomial const&) [62]
                0.00    0.00  283318/609642      Monomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [37]
[44]     6.2    0.01    0.00  609642         Interval::operator*=(Interval const&) [44]
-----------------------------------------------
                0.00    0.00     900/13164       HornerForm::insert_ctrunc_normal(TaylorModel&, RangeTree*&, TaylorModelVec const&, std::vector<Interval, std::allocator<Interval> > const&, std::vector<Interval, std::allocator<Interval> > const&, int, int, Interval const&) const [30]
                0.00    0.00    2700/13164       TaylorModel::mul_insert_ctrunc_normal(TaylorModel&, Interval&, Interval&, TaylorModel const&, Interval const&, std::vector<Interval, std::allocator<Interval> > const&, int, Interval const&) const [36]
                0.00    0.01    9564/13164       TaylorModel::ctrunc_normal(std::vector<Interval, std::allocator<Interval> > const&, int) [50]
[45]     5.7    0.00    0.01   13164         Polynomial::ctrunc_normal(Interval&, std::vector<Interval, std::allocator<Interval> > const&, int) [45]
                0.00    0.01   13164/34677       Polynomial::intEvalNormal(Interval&, std::vector<Interval, std::allocator<Interval> > const&) const [34]
                0.00    0.00   51648/2466930     Monomial::Monomial(Monomial const&) [18]
                0.00    0.00   58212/962786      Monomial::operator=(Monomial const&) [41]
                0.00    0.00   13164/1268324     std::_List_base<Monomial, std::allocator<Monomial> >::_M_clear() [28]
                0.00    0.00   13164/322239      Polynomial::~Polynomial() [55]
                0.00    0.00   64812/4112232     Interval::~Interval() [56]
                0.00    0.00   64812/2525089     Monomial::~Monomial() [204]
                0.00    0.00   13164/77322       Monomial::Monomial() [209]
-----------------------------------------------
                0.00    0.01       1/1           SmallCompSystem::my_reach_picard(std::list<Flowpipe, std::allocator<Flowpipe> >&, double, double, int, int, std::vector<Interval, std::allocator<Interval> > const&, bool, std::vector<std::string, std::allocator<std::string> > const&, Interval const&, OutputWriter&) const [4]
[46]     4.7    0.00    0.01       1         OutputWriter::addComponents(std::vector<MyComponent*, std::allocator<MyComponent*> >, std::vector<Interval, std::allocator<Interval> >&, MyComponent&, bool) [46]
                0.00    0.01       1/1           OutputWriter::addPreconditioned(std::vector<MyComponent*, std::allocator<MyComponent*> >, std::vector<Interval, std::allocator<Interval> >&, MyComponent&) [47]
                0.00    0.00       3/3           std::vector<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > >::_M_insert_aux(__gnu_cxx::__normal_iterator<std::vector<Interval, std::allocator<Interval> >*, std::vector<std::vector<Interval, std::allocator<Interval> >, std::allocator<std::vector<Interval, std::allocator<Interval> > > > >, std::vector<Interval, std::allocator<Interval> > const&) [193]
-----------------------------------------------
                0.00    0.01       1/1           OutputWriter::addComponents(std::vector<MyComponent*, std::allocator<MyComponent*> >, std::vector<Interval, std::allocator<Interval> >&, MyComponent&, bool) [46]
[47]     4.7    0.00    0.01       1         OutputWriter::addPreconditioned(std::vector<MyComponent*, std::allocator<MyComponent*> >, std::vector<Interval, std::allocator<Interval> >&, MyComponent&) [47]
